feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,output
2.125,5.036,4.028,6.381,2.681,-0.511,-10.03,4.475,6.062,4.269,1.026,1.123,-2.196,-7.547,3.815,3.081,-0.091,0.511,0.642,-12.419,1
1.688,2.933,2.824,-1.119,5.951,0.98,7.607,2.479,-1.771,-0.478,1.746,-4.204,3.309,2.856,0.458,-1.779,-2.332,0.94,-3.574,0.101,1
-0.629,-3.579,3.87,0.296,3.234,-2.513,2.829,-2.546,5.957,-3.362,1.116,-0.481,-2.73,6.646,-1.205,5.332,4.817,0.793,1.246,14.671,0
3.285,-0.283,-0.543,1.925,4.944,8.617,-2.634,-0.025,-0.606,-2.493,1.093,1.492,-0.644,4.372,3.355,3.68,0.121,1.729,0.645,-0.253,1
-2.844,0.595,1.004,3.434,-0.628,-4.273,-0.612,-4.45,1.938,-1.984,3.872,0.862,-0.767,-6.914,-1.162,3.343,1.502,-3.399,-0.569,-1.452,0
0.893,-1.493,-0.138,0.643,-4.747,-5.753,-3.182,-2.356,-0.828,4.785,2.478,2.21,-0.36,-10.318,0.177,-0.041,-0.516,-2.386,-0.427,-6.831,1
3.202,-1.794,1.448,1.4,-3.745,0.039,-7.02,0.375,0.327,4.931,0.296,-0.866,-0.836,0.4,1.512,2.928,1.064,-0.587,2.847,-5.055,1
2.215,0.081,2.973,-1.787,3.238,-2.563,7.608,-3.486,2.191,-0.713,3.801,1.589,-1.795,-3.638,3.651,0.777,-1.313,0.192,-1.015,1.028,0
-0.769,-2.061,-0.284,2.033,3.899,-3.392,-4.135,-1.107,0.916,-0.133,3.439,2.58,-0.971,-1.604,-1.408,1.395,-0.815,2.194,0.405,0.078,1
0.873,2.139,2.692,1.1,-0.834,2.391,0.155,1.789,0.198,1.194,0.709,-0.992,-0.878,-2.829,3.388,1.4,-0.547,-1.715,-2.919,-7.369,1
-1.529,-1.629,2.867,-2.986,2.598,-1.583,6.838,2.655,1.184,0.344,-1.86,-0.066,-0.97,1.002,-2.258,0.284,-0.075,-1.09,-4.223,4.469,0
1.282,3.347,2.358,-0.868,5.679,0.6,5.993,0.863,-1.26,-0.856,1.071,-1.336,2.886,-0.979,0.221,-0.264,1.165,-1.347,-3.829,2.206,1
4.19,-2.969,2.213,-2.145,-2.304,0.499,7.065,0.035,-0.683,2.099,-1.717,0.749,-0.871,-3.001,0.899,-1.28,0.762,-0.628,-3.168,6.079,0
-0.448,0.209,1.203,-3.08,1.859,1.514,11.556,0.146,0,-2.481,-3.563,-0.446,-0.528,1.059,-2.254,-1.123,-0.506,-1.526,-2.834,7.508,0
1.453,-0.468,0.89,-0.782,-1.428,4.953,-9.341,6.637,-0.543,1.472,-0.878,-5.098,-6.487,14.347,3.079,3.394,-2.351,3.409,0.002,-9.552,1
-2.034,-0.971,1.005,-0.182,2.852,0.982,5.665,-2.019,1.227,-4.911,-1.094,1.063,0.572,3.778,-1.464,-0.71,2.521,1.288,0.404,12.18,0
2.423,-1.862,-0.869,0.863,3.758,7.912,-0.35,-2.424,-1.873,-2.704,1.303,4.231,-1.279,0.549,2.076,3.528,-0.966,-1.906,2.503,-3.448,1
1.424,-6.029,-0.648,-1.725,-8.225,5.906,4.323,-2.869,-3.501,-0.302,-3.297,0.466,-0.636,2.994,2.933,0.094,3.619,3.578,-6.017,13.847,0
0.417,0.879,-0.737,0.057,9.914,0.659,-1.318,1.986,2.089,-0.974,-2.331,4.845,3.021,-0.034,-2.827,0.091,4.297,1.654,0.314,10.826,0
1.175,-0.639,3.412,2.392,7.295,-3.526,0.713,-1.58,-0.349,0.629,1.467,5.112,-0.442,-5.81,-3.883,-0.25,-0.34,-1.152,2.888,0.123,1
-1.785,2.745,-4.472,2.124,0.358,-1.176,-8.275,1.171,0.95,-2.101,1.937,0.56,-2.143,-1.82,0.998,0.202,-0.084,2.384,-2.273,-3.658,1
0.096,2.722,1.686,1.531,6.088,-0.893,1.482,1.155,-0.769,-0.232,0.223,0.45,4.173,-2.409,-2.341,-1.296,2.085,-0.387,-1.351,3.662,1
-5.27,-2.622,-1.185,-1.162,-0.062,-2.776,-4.089,-0.551,2.74,-2.452,1.576,0.647,-1.97,6.023,0.613,1.858,1.776,3.771,-1.109,5.191,1
-2.018,0.037,0.652,0.326,-6.868,4.478,-6.707,4.823,-0.985,2.461,-1.2,-4.159,-1.542,5.431,3.13,1.372,-2.151,-0.909,-0.411,-13.51,1
3.117,-1.655,-5.141,2.915,-6.693,-0.86,-11.301,-2.817,-3.524,1.672,2.531,1.046,-2.135,-5.296,0.818,1.821,2.56,0.139,-1.621,-2.41,1
1.712,1.791,4.176,-1.737,0.808,-2.111,0.853,-0.015,0.415,2.834,0.649,1.15,-2.93,-3.435,2.964,2.377,2.221,-1.71,-3.272,-3.072,1
2.454,3.605,1.286,3.696,-0.846,0.38,-6.557,0.276,-1.663,4.456,0.946,1.723,-0.239,-10.334,1.161,2.528,0.427,-4.242,-0.787,-13.27,1
-1.043,-0.784,2.468,-2.915,7.521,1.995,-0.181,5.226,-1.149,1.066,-2.082,-0.595,-1.28,8.712,-2.847,3.166,-0.004,0.316,-2.782,0.209,0
1.438,2.963,2.375,-1.014,3.955,3.281,7.052,-2.382,-1.965,-0.477,0.795,-0.577,1.606,-0.953,2.184,2.211,-0.145,-1.146,-2.98,-0.486,1
-0.468,-3.642,1.536,0.518,8.531,5.608,1.705,-3.048,1.23,-3.302,0.736,6.829,-1.724,2.124,-0.879,5.046,-1.365,-2.145,5.764,-0.695,1
0.425,-1.629,0.213,2.18,0.621,1.226,-6.433,0.37,-0.651,0.239,0.771,-0.042,-0.054,3.974,0.388,1.94,2.774,3.245,-0.682,3.828,0
1.793,0.418,-2.84,0.075,-4.049,1.942,-7.743,-3.35,-5.999,0.638,2.448,0.328,-0.065,1.557,3.358,-0.131,1.507,1.225,1.276,-5.023,1
2.873,3.166,2.65,1.332,8.72,2.816,-5.134,3.011,-1.574,3.142,0.341,0.853,1.658,2.87,0.597,1.521,-0.837,1.759,2.386,-6.885,1
1.369,-2.157,4.447,-0.845,-1.401,-1.538,15.24,-0.015,3.16,-2.451,-1.497,-3.264,-0.82,1.6,1.022,-4.579,-0.971,5.404,-5.305,16.749,0
-1.737,1.521,-0.987,-3.175,4.673,-5.371,6.571,-1.47,1.106,-3.623,2.405,-0.834,-0.27,-0.908,-2.459,0.797,1.7,-1.966,-4.54,7.276,1
2.491,6.485,3.752,2.456,5.198,-1.526,6.43,-2.134,0.83,1.912,2.787,0.251,4.199,-12.475,1.782,0.95,-0.238,-3.611,-2.8,-5.2,1
0.328,1.313,-0.273,0.897,-2.744,-0.596,3.663,-2.223,1.034,0.936,2.322,3.043,5.538,-12.177,4.245,-4.198,-0.403,-2.322,0.467,-3.736,0
-0.824,-3.348,1.472,0.179,-1.071,1.651,-2.659,-1.288,-2.23,0.433,0.776,0.569,-0.795,3.72,0.619,2.901,2.223,1.124,-1.779,2.322,1
-0.139,-2.708,-0.879,-3.454,4.878,2.386,0.768,3.302,-3.638,-2.893,-0.311,-3.541,0.251,14.641,-3.617,0.07,0.39,1.616,-0.525,6.86,1
4.998,2.814,3.584,2.106,0.641,4.815,3.997,-1.749,-5.038,3.755,1.152,-3.669,0.427,-0.673,2.835,1.476,-5.596,1.617,-1.29,-10.28,1
2.567,-1.767,-0.108,-1.234,-0.137,3.714,5.357,-3.613,-2.465,-0.238,-0.795,1.703,1.718,0.213,2.291,-0.589,0.97,2.724,-1.47,8.028,0
-2.525,5.231,0.574,4.281,6.75,5.455,-4.159,4.342,-0.329,-1.101,0.113,1.263,3.858,-2.896,-0.046,0.164,-1.761,-1.929,0.171,-11.326,1
-0.13,0.305,3.464,-0.837,1.185,-5.685,3.576,3.96,3.509,3.691,-5.077,0.94,-2.374,-4.072,-3.67,-1.584,1.471,1.731,-4.576,7.874,0
5.436,7.951,3.99,4.299,7.025,-5.424,5.579,-2.411,1.648,3.483,5.035,1.819,4.287,-20.577,1.338,-0.25,-0.648,-4.794,-2.58,-7.717,1
-0.684,3.115,1.151,-3.434,9.038,-3.467,7.852,1.281,4.185,1.656,-0.939,0.376,4.194,-2.558,-2.226,1.302,-0.278,-1.564,-1.335,3.713,0
5.89,-0.357,-0.114,2.551,5.778,-2.006,-0.105,-1.276,1.862,1.222,1.3,1.283,-0.301,-3.653,-0.787,1.966,1.963,4.497,-2.981,11.072,0
-0.336,-0.691,0.08,0.912,-3.091,4.177,2.375,0.036,-2.984,0.241,1.178,-0.665,2.926,-3.872,1.437,-0.28,-1.859,-3.624,-2.055,-7.037,1
-1.431,-1.845,2.576,2.487,7.921,15.189,4.203,1.319,0.992,-6.31,-3.789,5.501,1.021,5.941,1.485,2.659,0.123,-0.44,2.84,3.556,1
-0.238,-3.469,1.844,2.104,-2.109,-2.213,-0.993,-1.92,-1.093,1.279,2.939,1.805,-0.77,-4.388,1.747,0.205,0.888,3.423,-5.288,3.309,0
3.869,-2.533,3.285,-0.8,-2.275,-3.155,8.14,-2.021,4.649,0.95,1.628,-0.762,0.138,-4.612,2.049,0.299,1.264,-2.113,0.021,6.784,0
-3.613,-2.116,0.547,0.128,-1.269,1.336,4.983,-4.307,-2.518,-5.458,-1.502,-0.746,-1.043,6.243,-3.203,0.509,2.732,1.006,-0.986,12.129,0
2.743,-5.524,-3.133,-3.047,-1.061,-2.377,6.924,-0.028,1.733,-2.581,-1.403,1.44,0.382,-1.639,-2.993,-2.42,4.245,-0.386,-3.948,19.979,0
-3.143,-4.141,-0.189,4.257,-17.748,-4.75,2.977,-3.981,4.404,2.515,-2.755,-2.573,-3.883,-11.662,-0.771,1.415,-0.478,-0.393,-5.902,3.892,0
-1.027,-3.185,-0.68,0.973,-7.594,8.262,-3.364,0.228,-1.759,-2.796,-1,-3.132,-2.542,9.272,4.145,2.576,1.527,2.142,-2.291,1.537,1
-2.54,-0.475,1.816,2.368,-4.904,-1.466,-5.267,0.237,-1.919,1.943,-0.862,0.036,-0.341,-2.173,-0.969,0.247,2.876,-0.735,-1.903,-1.777,1
2.32,-2.588,-1.813,4.303,2.418,-13.199,-1.012,-4.439,2.79,1.014,5.162,1.187,-2.964,-11.315,-4.598,1.646,1.989,6.594,-9.184,16.246,0
3.576,0.253,0.017,0.526,1.351,5.983,-2.669,0.283,-1.445,3.888,-0.687,1.647,5.388,-0.123,4.335,-0.112,0.352,2.407,2.064,-2.04,0
-0.24,-0.778,3.479,-0.008,6.189,-1.354,6.415,-4.315,3.286,-1.659,4.168,0.422,4.151,0.19,0.1,3.303,0.778,-2.938,4.31,3.257,0
0.46,0.288,-0.31,0.179,-2.254,3.984,1.942,0.475,-5.796,0.368,1.079,-2.197,1.933,-1.511,-0.235,-0.411,-2.737,-4.043,-2.196,-9.231,1
0.645,1.008,-0.311,-1.803,-1.287,3.354,6.722,-5.341,-2.853,-0.041,-2.422,3.043,0.507,-3.751,0.977,-0.276,-1.135,-1.814,1.882,-0.811,0
0.741,-1.13,-0.201,-2.702,3.344,-0.294,7.638,1.687,1.391,-0.713,-3.635,1.697,1.467,-2.317,-3.252,-0.539,3.331,-1.373,-4.915,13.32,0
1.299,0.794,1.509,-0.362,1.394,1.339,7.23,-2.212,0.602,1.061,-2.669,2.916,1.753,-5.566,0.744,-1.048,0.221,0.838,-1.287,5.446,0
-4.162,-2.818,-0.43,0.498,2.613,0.338,1.096,-0.725,3.582,-3.384,0.229,1.223,-0.963,3.817,-1.242,2.394,-0.511,2.288,-0.136,5.857,1
-0.64,-0.579,-1.61,3.053,-7.755,0.964,-3.711,-1.665,2.278,3.409,-1.999,0.954,1.442,-6.992,2.159,0.657,0.005,0.809,0.399,-2.404,0
1.536,-1.273,0.66,-0.119,4.832,-0.358,6.516,-1.066,0.664,-0.639,0.348,2.095,2.827,-2.651,-0.417,-1.697,0.283,3.016,-2.654,10.257,0
0.579,4.849,3.533,0.741,8.618,6.908,3.132,3.751,1.154,-1.827,0.303,-0.786,2.95,2.877,3.636,1.377,-0.232,-0.175,-1.626,-3.533,1
-0.924,-2.278,0.611,0.566,-1.449,-3.032,-4.071,-0.326,2.296,2.934,0.719,0.856,-0.96,-1.425,0.199,2.827,0.953,1.186,-0.883,0.139,0
-3.116,-4.117,-0.202,4.978,-5.822,-4.48,-11.156,-0.527,-0.795,3.951,1.99,0.164,3.859,-4.361,-2.814,1.52,4.318,0.053,-1.122,1.042,0
-0.361,1.229,1.978,-1.031,-2.606,4.401,2.101,0.206,0.881,1.94,-1.031,0.343,2.218,-2.105,3.683,1.032,-1.294,-4.916,3.3,-10.357,0
1.701,1.002,-2.322,-1.357,6.63,2.159,1.056,-2.733,-1.088,-0.062,-1.102,3.201,3.642,0.392,0.117,1.665,3.515,3.563,-1.929,11.035,0
5.652,-2.878,-1.031,4.326,-4.826,-1.667,1.608,-5.95,4.264,1.518,2.64,-0.536,3.005,-7.748,2.246,1.398,1.873,1.716,1.744,9.911,0
1.315,-0.694,-1.465,1.228,0.91,0.118,-6.472,-0.234,-0.648,0.63,3.175,-0.401,0.311,1.731,1.916,2.135,1.173,2.54,-1.123,-0.448,1
-1.72,0.314,-3.392,-5.033,3.898,1.336,8.13,-0.212,-0.411,-2.672,-1.93,2.86,1.473,0.068,-0.804,-3.188,-2.819,-0.191,-0.151,2.802,0
-0.392,-2.564,2.35,1.611,-2.069,1.763,-0.965,-1.083,-0.219,1.823,1.861,2.936,5.867,-3.979,3.996,-2.04,2.44,0.391,1.042,0.793,0
-0.283,2.041,4.364,1.788,-2.964,5.271,5.996,0.612,0.022,1.566,0.47,-1.659,2.73,-4.789,5.926,-0.451,-2.955,-0.697,-3.543,-8.444,1
0.945,-0.093,1.515,-2.035,-0.051,-8.233,12.577,-5.073,4.898,-2.502,3.574,-2.651,-5.109,-5.048,-0.807,2.752,-1.853,-1.763,-4.234,6.52,0
2.66,1.194,-0.987,2.538,5.803,-9.952,-6.809,-0.212,-0.105,1.654,3.814,5.574,-0.592,-11.282,-3.152,-3.081,2.989,1.374,-1.261,3.234,1
1.135,2.469,3.513,0.151,1.572,-0.403,-7.655,2.278,-0.212,4.61,-1.227,2.496,-1.767,-1.657,1.947,2.69,3.886,-1.087,-0.306,-6.028,1
-1.337,2.774,-0.665,0.056,8.752,-0.827,-1.126,1.052,-1.595,0.312,1.591,2.494,4.079,-2.367,-1.941,-0.49,-0.73,0.086,-0.534,-2.896,1
0.815,-2.061,1.579,3.452,3.135,-2.726,-3.057,-2.425,3.222,-0.411,2.428,4.615,-3.08,-4.63,-0.863,1.936,-0.525,0.176,3.994,-0.703,1
-5.118,-0.453,2.989,1.172,-5.049,-4.712,1.118,-2.422,1.392,1.858,-2.065,1.173,0.965,-4.907,-2.782,-0.788,1.032,-2.886,2.707,-1.265,0
-2.365,-8.164,2.658,7.3,-4.897,-8.242,-2.991,-4.087,4.742,1.203,6.081,4.36,8.366,-14.166,-1.489,-1.661,7.029,-1.431,0.306,12.915,0
0.805,1.793,-1.192,0.506,1.265,-2.463,-3.012,-1.674,0.397,1.691,2.461,0.981,1.295,-4.38,1.003,1.027,-0.03,-0.501,0.868,-4.164,0
